FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,SE_ANNO_CAD_DATA
KINDERGARTENOGD.877336,877336,POINT (16.440838283241266 48.253699448508364),Kindergarten,Wiener Kindergärten,"22., Thonetgasse 42",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 861 719,
KINDERGARTENOGD.877337,877337,POINT (16.432980004324254 48.25312070999785),Kindergarten,Wiener Kindergärten,"22., Ullreichgasse 8",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 902,
KINDERGARTENOGD.877338,877338,POINT (16.416856712127444 48.23482974015999),Betriebskindergarten UNO CITY,Wiener Kindergärten,"22., Wagramer Straße 5",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 862 331,
KINDERGARTENOGD.877339,877339,POINT (16.439325024891122 48.24444600378356),Kindergarten,Wiener Kindergärten,"22., Wagramer Straße 98",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 882,
KINDERGARTENOGD.877340,877340,POINT (16.456711583317396 48.225487728605565),Kindergarten,Wiener Kindergärten,"22., Wurmbrandgasse 22",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,+43 676 811 861 025,
KINDERGARTENOGD.877341,877341,POINT (16.428225804026905 48.250287473009095),Kindergarten,Alt-Wien - MUKU,"22., Dückegasse 7-9/1. Stock",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,,
KINDERGARTENOGD.877342,877342,POINT (16.38284494513959 48.21277815673277),Kindergarten,Alt-Wien - MUKU,"2., Aspernbrückengasse 4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,,
KINDERGARTENOGD.877343,877343,POINT (16.369745953413307 48.22447636892584),Kindergarten,Alt-Wien - MUKU,"2., Obere Donaustraße 13",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877344,877344,POINT (16.381031042484715 48.21866490744722),Kindergarten,Alt-Wien - MUKU,"2., Taborstraße 38",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877345,877345,POINT (16.441007038904534 48.263119116723246),Kindergarten,Alt-Wien - MUKU,"21., Leopoldauer Platz 77",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877346,877346,POINT (16.36824695112837 48.21528075402444),Kindergarten und Hort Regenbogen,Verein Kinderbetreuungsverein Regenbogen,"1., Neutorgasse 13",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877347,877347,POINT (16.367110583135506 48.20929035590619),Betriebskindergarten - Österreichische Kontrollbank AG,Österreichische Kontrollbank AG,"1., Wallnerstraße 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877348,877348,POINT (16.486616502882956 48.23697258353497),Kindergarten,Wiener Kinderfreunde,"22., Am Heidjöchl 14/3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,+43 1 282 02 65,
KINDERGARTENOGD.877349,877349,POINT (16.41606490053359 48.22791294941884),Evangelisches Hilfswerk in Österreich,Diakonie Bildungs gem GmbH,"22., Rudolf-Nurejew-Promenade 7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877350,877350,POINT (16.486448351808622 48.235590648544886),Kindergarten,Wiener Kindergärten,"22., Am Heidjöchl 14",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 769,
KINDERGARTENOGD.877351,877351,POINT (16.400667397471064 48.203374708526965),Pfarre Erlöserkirche ´Am Schüttel´,St. Nikolausstiftung Erzdiözese Wien,"2., Schüttelstraße 73",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877352,877352,POINT (16.44567439473378 48.23408417712393),Kindergarten,Wiener Kinderfreunde,"22., Erzherzog-Karl-Straße 65",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 202 52 67,
KINDERGARTENOGD.877353,877353,POINT (16.398191146206702 48.219885469064),Kindergarten,Verein Kindergartenparadies,"2., Arnezhoferstraße 11",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877354,877354,POINT (16.435467194417967 48.20342830337122),Kindergarten,Verein Kindergarten Fleur,"2., Handelskai 388",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877355,877355,POINT (16.37540812297167 48.215329696764336),Kindergarten Donauhof,Verein Vindobini,"2., Obere Donaustraße 79",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877356,877356,POINT (16.379713235216435 48.2280575950567),Kindergarten,Verein Beth Chabad Jüdische Erziehungs- und Bildungsstätte,"2., Rabbiner-Schneerson-Platz 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877357,877357,POINT (16.441397335101765 48.192866451377704),Day Care Center neue Welt,Verein ´Lauder Chabad - jüdisches pädagogisches Zentrum´,"2., Schwarzenstockallee 3A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877358,877358,POINT (16.337987301849715 48.23770957104216),Privatkindergarten Fleur,Verein Privatkindergarten Fleur - Döbling,"19., Gregor-Mendel-Straße 56/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877359,877359,POINT (16.358825400447927 48.23855043769765),Zweispr.Privkdg.Harmonie Ecole Privee et Billingue ´Harmonie´,Frau Monika Ziegler,"19., Heiligenstädter Straße 40",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877360,877360,POINT (16.362942112205737 48.2510061883862),Kindergarten ´Nußdorf´,Verein Vindobini,"19., Heiligenstädter Straße 131-133",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877361,877361,POINT (16.351412971011428 48.23875913848287),Integrationskindergarten,Verein ´Z.I.M. gem. GmbH. Zentren für Integrative Montessori - Pädagogik´,"19., Kreindlgasse 9",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877362,877362,POINT (16.300492293785936 48.251033063085956),Privatkindergarten Wichtelland,Gieger & Goby OEG,"19., Neustift am Walde 81",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 3-10 Jahre,Privat,,
KINDERGARTENOGD.877363,877363,POINT (16.342703940744915 48.24851633987521),Privatkdg. ´Paradisgartl´,Frau Gaby Hilpert,"19., Paradisgasse 59",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Halbtagskindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877364,877364,POINT (16.338747449687276 48.25454206366155),Kindergarten,Schwedischer Schulverein in Wien,"19., Scheibelreitergasse 15",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877365,877365,POINT (16.38543694788713 48.23592058925612),Privatkdg. ´Mini Mundus´,Verein Vindobini,"20., Donaueschingenstraße 20/4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877217,877217,POINT (16.386109355278343 48.216596449615295),Pfarre St. Johann von Nepomuk,St. Nikolausstiftung Erzdiözese Wien,"2., Rotensterngasse 33-35",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877218,877218,POINT (16.382521885199026 48.21576141142346),Krankenhaus d. Barmherzigen Brüder,Vereinigung katholischer Kindertagesheime,"2., Johannes-von-Gott-Platz 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877219,877219,POINT (16.33867080045345 48.25142397547163),Institut Neulandschulen,Vereinigung katholischer Kindertagesheime,"19., Alfred-Wegener-Gasse 10-12",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877220,877220,POINT (16.351310900846403 48.24274769335182),Kindertagesheim der Pfarre St.Paul - Döbling,St. Nikolausstiftung Erzdiözese Wien,"19., Hofzeile 10-12",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877221,877221,POINT (16.32092577971316 48.24382382840383),KTH der Pfarre Glanzing,St. Nikolausstiftung Erzdiözese Wien,"19., Krottenbachstraße 120",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877222,877222,POINT (16.35896488317639 48.254855739753324),Kindergarten,Pfarre Heiligenstadt,"19., Pfarrplatz 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877223,877223,POINT (16.360953237394153 48.24711063995299),Kindertagesheim der Pfarre Unter-Heiligenstadt,St. Nikolausstiftung Erzdiözese Wien,"19., Püchlgasse 12",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877224,877224,POINT (16.335518430825708 48.24304808589803),Kindertagesheim der Pfarre Krim,St. Nikolausstiftung Erzdiözese Wien,"19., Sollingergasse 24",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877225,877225,POINT (16.387240167915774 48.22488755307306),Pfarre am Tabor,St. Nikolausstiftung Erzdiözese Wien,"2., Hochstettergasse 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877226,877226,POINT (16.365109157879875 48.21301585120465),KKTH Schottenstift,Vereinigung katholischer Kindertagesheime,"1., Freyung 6/8 (2.Hof)",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877227,877227,POINT (16.369335945491674 48.227500704558835),Kindergarten,Pfarre Mutter Gottes im Augarten,"20., Klosterneuburger Straße 10",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877228,877228,POINT (16.36828418586895 48.23579591709892),Kindertagesheim der Pfarre St. Brigitta,St. Nikolausstiftung Erzdiözese Wien,"20., Wexstraße 22/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877229,877229,POINT (16.388555768734257 48.29696499353071),KTH d. Kongreg. d. Brüder d. christl. Schulen/De La Salle Schule Strebersdorf,Vereinigung katholischer Kindertagesheime,"21., Anton-Böck-Gasse 20",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877230,877230,POINT (16.392028661300312 48.26339089745858),Kindertagesheim der Pfarre Gartenstadt,St. Nikolausstiftung Erzdiözese Wien,"21., Galvanigasse 1-3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877231,877231,POINT (16.408629017061422 48.25216290607509),KTH der Pfarre Donaufeld,St. Nikolausstiftung Erzdiözese Wien,"21., Kinzerplatz 17 a",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877232,877232,POINT (16.399195945780225 48.25844646877209),Kindergarten,Pfarre Floridsdorf,"21., Pius-Parsch-Platz 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877233,877233,POINT (16.483100141726208 48.217765428280046),KTH der Pfarre St. Martin - Aspern,St. Nikolausstiftung Erzdiözese Wien,"22., Asperner Heldenplatz 9",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877234,877234,POINT (16.522122607237126 48.214737643618555),Kindertagesheim der Pfarre Eßling,St. Nikolausstiftung Erzdiözese Wien,"22., Eßlinger Hauptstraße 79",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877235,877235,POINT (16.457644938236545 48.21877398312445),KTH des Trägerverein Werke der Schwestern vom armen Kinde Jesus,Vereinigung katholischer Kindertagesheime,"22., Hardeggasse 65",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,28 32 138 754,
KINDERGARTENOGD.877236,877236,POINT (16.465334179002216 48.23521901095387),Kindertagesheim der Pfarre Hirschstetten,St. Nikolausstiftung Erzdiözese Wien,"22., Hirschstettner Straße 91",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877237,877237,POINT (16.450843842937925 48.239000714911285),Pfarrkindergarten Kagraner Anger,St. Nikolausstiftung Erzdiözese Wien,"22., Kagraner Anger 26",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877238,877238,POINT (16.440823704032535 48.25473663672251),Kindertagesheim der Pfarre Auferstehung Christi,St. Nikolausstiftung Erzdiözese Wien,"22., Saikogasse 8",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877239,877239,POINT (16.42140071065264 48.22850688680964),Salvatorkindergarten der Vereinig. D. Ordensschul. Österr. Kuratorium,Vereinigung katholischer Kindertagesheime,"22., Schödlbergergasse 20",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877240,877240,POINT (16.443581124097715 48.24972879636587),Kindertagesheim der Pfarre St. Georg - Kagran,St. Nikolausstiftung Erzdiözese Wien,"22., Wagramer Straße 150",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,203 26 20,
KINDERGARTENOGD.877241,877241,POINT (16.385670039755595 48.216221625096274),Verband d. schulerh. Wr.evang.Pfarrgem. A.B.,Diakonie Bildungs gem GmbH,"2., Nepomukgasse 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877242,877242,POINT (16.42678250815958 48.26691371313883),Betriebskindergarten - Fa. Siemens,Kinder in Wien,"21., Siemensstraße 92",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877243,877243,POINT (16.476547230185297 48.21862023908014),Kindergarten,Kinder in Wien,"22., Eibengasse 56",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,285 84 83,
KINDERGARTENOGD.877244,877244,POINT (16.409017146670728 48.234206901751286),Kindergarten,Kinder in Wien,"22., Leonard-Bernstein-Straße 2/Haus 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877245,877245,POINT (16.408965287025776 48.234182922974455),Kindergarten,Kinder in Wien,"22., Leonard-Bernstein-Straße 2/Haus 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,
KINDERGARTENOGD.877246,877246,POINT (16.42368242021915 48.236245655923334),Kindergarten,Kinder in Wien,"22., Wagramer Straße 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,263 65 66,
KINDERGARTENOGD.877154,877154,POINT (16.405261693015227 48.20281949323066),"""Primus""",Verein Kindergruppe Primus,"2., Böcklinstraße 112",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,+43 699 13 11 08 06,
KINDERGARTENOGD.877155,877155,POINT (16.35515135644781 48.17439511125893),Sowiedu Eulengruppe,Verein Wiener Kindergruppen,"10., Knöllgasse 32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877156,877156,POINT (16.375174882855724 48.2350513956428),Schneewittchen,Kindergruppe Schneewittchen,"20., Nordwestbahnstraße 101",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877157,877157,POINT (16.357057747513856 48.225933219938845),Kükennest 4,Dialog zwischen Integration und Bildung in Österreich - Dino,"9., Liechtensteinstraße 56",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877158,877158,POINT (16.34154366665977 48.20575218707395),Kids Gallery 2,International bilingual Kindergruppe-Kids Gallery Vienna,"7., Halbgasse 32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877159,877159,POINT (16.344953077454374 48.18614509703556),Phantastisch 4,Kindergruppe FREIHEIT - Verein zur Integration von nicht schulfplichtigen Kindern und Eltern mit migrantischen Hintergrund,"5., Margaretenstraße 166/EG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877160,877160,POINT (16.344953077454374 48.18614509703556),Phantastisch 3,Kindergruppe FREIHEIT - Verein zur Integration von nicht schulfplichtigen Kindern und Eltern mit migrantischen Hintergrund,"5., Margaretenstraße 166/EG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
KINDERGARTENOGD.877161,877161,POINT (16.34170322988212 48.21799728135042),MONTI 1,Kinder Bildungs und Betreuungszentrum Schwerpunkt Montessoripädagogik,"18., Währinger Gürtel 7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,
